diseaseId,diseaseName,drugId,smiles,prefName,targets
EFO_0001378,multiple myeloma,CHEMBL3545368,CC(O)C(=O)O.Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,PANOBINOSTAT LACTATE,ENSG00000048052|ENSG00000061273|ENSG00000068024|ENSG00000094631|ENSG00000100429|ENSG00000108840|ENSG00000116478|ENSG00000147099|ENSG00000163517|ENSG00000171720|ENSG00000196591
EFO_0001378,multiple myeloma,CHEMBL3545432,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1,IXAZOMIB CITRATE,ENSG00000100804
EFO_0001378,multiple myeloma,CHEMBL359744,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,DOXORUBICIN HYDROCHLORIDE,ENSG00000131747
EFO_0001378,multiple myeloma,CHEMBL4303669,O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,ZOLEDRONIC ACID,ENSG00000160752
EFO_0001378,multiple myeloma,CHEMBL43452,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,POMALIDOMIDE,ENSG00000100387|ENSG00000113851|ENSG00000139842|ENSG00000167986
EFO_0001378,multiple myeloma,CHEMBL468,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,THALIDOMIDE,ENSG00000100387|ENSG00000113851|ENSG00000139842|ENSG00000167986
EFO_0001378,multiple myeloma,CHEMBL513,O=NN(CCCl)C(=O)NCCCl,CARMUSTINE,ENSG00000104687
EFO_0001378,multiple myeloma,CHEMBL848,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,LENALIDOMIDE,ENSG00000100387|ENSG00000113851|ENSG00000139842|ENSG00000167986
EFO_0001422,cirrhosis of liver,CHEMBL1393,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,SPIRONOLACTONE,ENSG00000151623
EFO_0001422,cirrhosis of liver,CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,RIBAVIRIN,ENSG00000106348
EFO_0001422,cirrhosis of liver,CHEMBL35,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,FUROSEMIDE,ENSG00000074803
EFO_0001422,cirrhosis of liver,CHEMBL435,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,HYDROCHLOROTHIAZIDE,ENSG00000070915
EFO_0001422,cirrhosis of liver,CHEMBL456,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,ETHACRYNIC ACID,ENSG00000074803
EFO_0001422,cirrhosis of liver,CHEMBL585,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,TRIAMTERENE,ENSG00000111319
EFO_0001663,prostate carcinoma,CHEMBL1082407,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,ENZALUTAMIDE,ENSG00000169083
EFO_0001663,prostate carcinoma,CHEMBL1200409,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl.O,LIDOCAINE HYDROCHLORIDE,ENSG00000007314|ENSG00000136531|ENSG00000136546|ENSG00000144285|ENSG00000153253|ENSG00000168356|ENSG00000169432|ENSG00000183873|ENSG00000185313|ENSG00000196876
EFO_0001663,prostate carcinoma,CHEMBL1200914,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl,TAMSULOSIN HYDROCHLORIDE,ENSG00000120907|ENSG00000170214|ENSG00000171873
EFO_0001663,prostate carcinoma,CHEMBL1200969,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,DUTASTERIDE,ENSG00000128039|ENSG00000145545|ENSG00000277893
EFO_0001663,prostate carcinoma,CHEMBL271227,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,ABIRATERONE ACETATE,ENSG00000148795
EFO_0001663,prostate carcinoma,CHEMBL3183409,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,APALUTAMIDE,ENSG00000169083
EFO_0001663,prostate carcinoma,CHEMBL4303669,O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,ZOLEDRONIC ACID,ENSG00000160752
EFO_0001663,prostate carcinoma,CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,FINASTERIDE,ENSG00000277893
EFO_0001663,prostate carcinoma,CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,FLUTAMIDE,ENSG00000169083
EFO_0002429,polycythemia vera,CHEMBL1795071,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O,RUXOLITINIB PHOSPHATE,ENSG00000096968|ENSG00000162434
EFO_0002429,polycythemia vera,CHEMBL5095049,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1.O=C(O)CC(O)(CC(=O)O)C(=O)O,PACRITINIB CITRATE,ENSG00000096968|ENSG00000122025
EFO_0002430,primary myelofibrosis,CHEMBL1795071,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O,RUXOLITINIB PHOSPHATE,ENSG00000096968|ENSG00000162434
EFO_0002430,primary myelofibrosis,CHEMBL4297216,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1.Cl.Cl.O,FEDRATINIB HYDROCHLORIDE,ENSG00000096968|ENSG00000122025
EFO_0002430,primary myelofibrosis,CHEMBL5095049,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1.O=C(O)CC(O)(CC(=O)O)C(=O)O,PACRITINIB CITRATE,ENSG00000096968|ENSG00000122025
EFO_0002496,actinic keratosis,CHEMBL1282,CC(C)Cn1cnc2c(N)nc3ccccc3c21,IMIQUIMOD,ENSG00000196664
EFO_0002496,actinic keratosis,CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,DICLOFENAC,ENSG00000073756|ENSG00000095303
EFO_0002496,actinic keratosis,CHEMBL185,O=c1[nH]cc(F)c(=O)[nH]1,FLUOROURACIL,ENSG00000176890
EFO_0002496,actinic keratosis,CHEMBL571546,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,TIRBANIBULIN,ENSG00000197122
EFO_0002617,metastatic melanoma,CHEMBL1229517,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,VEMURAFENIB,ENSG00000157764
EFO_0002617,metastatic melanoma,CHEMBL2105729,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1.CS(=O)(=O)O,DABRAFENIB MESYLATE,ENSG00000157764
EFO_0002617,metastatic melanoma,CHEMBL2105741,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1.C[S+](C)[O-],TRAMETINIB DIMETHYL SULFOXIDE,ENSG00000126934|ENSG00000169032
EFO_0002617,metastatic melanoma,CHEMBL2364607,O=C(O)/C=C/C(=O)O.O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1.O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,COBIMETINIB FUMARATE,ENSG00000126934|ENSG00000169032
EFO_0002617,metastatic melanoma,CHEMBL3187723,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,BINIMETINIB,ENSG00000126934|ENSG00000169032
EFO_0002617,metastatic melanoma,CHEMBL3301612,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,ENCORAFENIB,ENSG00000157764
EFO_0002892,thyroid carcinoma,CHEMBL1200485,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,SORAFENIB TOSYLATE,ENSG00000037280|ENSG00000102755|ENSG00000113721|ENSG00000122025|ENSG00000128052|ENSG00000132155|ENSG00000157404|ENSG00000157764|ENSG00000165731
EFO_0002892,thyroid carcinoma,CHEMBL2103741,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].O.[Na+],LEVOTHYROXINE SODIUM,ENSG00000126351|ENSG00000151090
EFO_0002892,thyroid carcinoma,CHEMBL2103868,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O,CABOZANTINIB S-MALATE,ENSG00000105976|ENSG00000128052
EFO_0002892,thyroid carcinoma,CHEMBL2105704,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O.CS(=O)(=O)O,LENVATINIB MESYLATE,ENSG00000037280|ENSG00000102755|ENSG00000128052
EFO_0002892,thyroid carcinoma,CHEMBL24828,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,VANDETANIB,ENSG00000037280|ENSG00000044524|ENSG00000065361|ENSG00000070886|ENSG00000080224|ENSG00000101213|ENSG00000102755|ENSG00000106123|ENSG00000116106|ENSG00000120156|ENSG00000128052|ENSG00000133216|ENSG00000135333|ENSG00000141736|ENSG00000142627|ENSG00000145242|ENSG00000146648|ENSG00000146904|ENSG00000154928|ENSG00000165731|ENSG00000178568|ENSG00000182580|ENSG00000183317|ENSG00000196411|ENSG00000197122
EFO_0002913,Cutaneous T-cell lymphoma,CHEMBL1023,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,BEXAROTENE,ENSG00000143171|ENSG00000186350|ENSG00000204231
EFO_0002913,Cutaneous T-cell lymphoma,CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,VORINOSTAT,ENSG00000094631|ENSG00000116478|ENSG00000171720|ENSG00000196591
EFO_0003060,non-small cell lung carcinoma,CHEMBL1079742,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,ERLOTINIB HYDROCHLORIDE,ENSG00000146648
EFO_0003060,non-small cell lung carcinoma,CHEMBL1637,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,GEMCITABINE HYDROCHLORIDE,ENSG00000014138|ENSG00000062822|ENSG00000077514|ENSG00000100479|ENSG00000101868|ENSG00000106628|ENSG00000146143|ENSG00000148229|ENSG00000167325|ENSG00000175482|ENSG00000177084|ENSG00000198056
EFO_0003060,non-small cell lung carcinoma,CHEMBL1983268,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,ENTRECTINIB,ENSG00000047936|ENSG00000140538|ENSG00000148053|ENSG00000171094|ENSG00000198400
EFO_0003060,non-small cell lung carcinoma,CHEMBL2105712,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,AFATINIB DIMALEATE,ENSG00000141736|ENSG00000146648|ENSG00000178568
EFO_0003060,non-small cell lung carcinoma,CHEMBL2105719,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,DACOMITINIB,ENSG00000141736|ENSG00000146648|ENSG00000178568
EFO_0003060,non-small cell lung carcinoma,CHEMBL2360464,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[Na+].[Na+],PEMETREXED DISODIUM,ENSG00000159131|ENSG00000176890|ENSG00000228716
EFO_0003060,non-small cell lung carcinoma,CHEMBL2403108,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,CERITINIB,ENSG00000143924|ENSG00000171094|ENSG00000181163
EFO_0003060,non-small cell lung carcinoma,CHEMBL3286830,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,LORLATINIB,ENSG00000143924|ENSG00000171094
EFO_0003060,non-small cell lung carcinoma,CHEMBL3545063,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.CS(=O)(=O)O,OSIMERTINIB MESYLATE,ENSG00000146648
EFO_0003060,non-small cell lung carcinoma,CHEMBL3545252,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,DOCETAXEL,ENSG00000101162|ENSG00000104833|ENSG00000137267|ENSG00000137285|ENSG00000176014|ENSG00000188229|ENSG00000196230|ENSG00000258947|ENSG00000261456
EFO_0003060,non-small cell lung carcinoma,CHEMBL3545311,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,BRIGATINIB,ENSG00000146648|ENSG00000171094
EFO_0003060,non-small cell lung carcinoma,CHEMBL3707320,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O.Cl,ALECTINIB HYDROCHLORIDE,ENSG00000143924|ENSG00000165731|ENSG00000171094
EFO_0003060,non-small cell lung carcinoma,CHEMBL3989937,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F.Cl.Cl.O,CAPMATINIB HYDROCHLORIDE,ENSG00000105976
EFO_0003060,non-small cell lung carcinoma,CHEMBL428647,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,PACLITAXEL,ENSG00000101162|ENSG00000104833|ENSG00000137267|ENSG00000137285|ENSG00000176014|ENSG00000188229|ENSG00000196230|ENSG00000258947|ENSG00000261456
EFO_0003060,non-small cell lung carcinoma,CHEMBL4535757,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,SOTORASIB,ENSG00000133703
EFO_0003060,non-small cell lung carcinoma,CHEMBL4559134,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,SELPERCATINIB,ENSG00000108091|ENSG00000165731|ENSG00000170759
EFO_0003060,non-small cell lung carcinoma,CHEMBL4582651,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,PRALSETINIB,ENSG00000108091|ENSG00000165731|ENSG00000170759
EFO_0003060,non-small cell lung carcinoma,CHEMBL4594292,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1.Cl.O,TEPOTINIB HYDROCHLORIDE,ENSG00000105976
EFO_0003060,non-small cell lung carcinoma,CHEMBL4594350,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,ADAGRASIB,ENSG00000133703
EFO_0003060,non-small cell lung carcinoma,CHEMBL4802239,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.O=C(O)CCC(=O)O,MOBOCERTINIB SUCCINATE,ENSG00000146648
EFO_0003060,non-small cell lung carcinoma,CHEMBL5315053,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1.O,PEMETREXED MONOHYDRATE,ENSG00000159131|ENSG00000176890|ENSG00000228716
EFO_0003060,non-small cell lung carcinoma,CHEMBL601719,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CRIZOTINIB,ENSG00000105976|ENSG00000143924|ENSG00000171094|ENSG00000181163
EFO_0003060,non-small cell lung carcinoma,CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,GEFITINIB,ENSG00000146648
EFO_0003841,thyroid neoplasm,CHEMBL24828,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,VANDETANIB,ENSG00000037280|ENSG00000044524|ENSG00000065361|ENSG00000070886|ENSG00000080224|ENSG00000101213|ENSG00000102755|ENSG00000106123|ENSG00000116106|ENSG00000120156|ENSG00000128052|ENSG00000133216|ENSG00000135333|ENSG00000141736|ENSG00000142627|ENSG00000145242|ENSG00000146648|ENSG00000146904|ENSG00000154928|ENSG00000165731|ENSG00000178568|ENSG00000182580|ENSG00000183317|ENSG00000196411|ENSG00000197122
EFO_0003841,thyroid neoplasm,CHEMBL4559134,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,SELPERCATINIB,ENSG00000108091|ENSG00000165731|ENSG00000170759
EFO_0003869,breast neoplasm,CHEMBL1200374,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,EXEMESTANE,ENSG00000137869
EFO_0003869,breast neoplasm,CHEMBL1358,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,FULVESTRANT,ENSG00000091831|ENSG00000140009
EFO_0003869,breast neoplasm,CHEMBL1399,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ANASTROZOLE,ENSG00000137869
EFO_0003869,breast neoplasm,CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,LETROZOLE,ENSG00000137869
EFO_0003869,breast neoplasm,CHEMBL1683544,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C.CS(=O)(=O)O,ERIBULIN MESYLATE,ENSG00000101162|ENSG00000104833|ENSG00000137267|ENSG00000137285|ENSG00000176014|ENSG00000188229|ENSG00000196230|ENSG00000258947|ENSG00000261456
EFO_0003869,breast neoplasm,CHEMBL1773,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CAPECITABINE,ENSG00000176890
EFO_0003869,breast neoplasm,CHEMBL189963,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,PALBOCICLIB,ENSG00000105810|ENSG00000135446
EFO_0003869,breast neoplasm,CHEMBL2396661,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,ALPELISIB,ENSG00000121879
EFO_0003869,breast neoplasm,CHEMBL3137318,Cc1ccc(S(=O)(=O)O)cc1.Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,TALAZOPARIB TOSYLATE,ENSG00000129484|ENSG00000143799
EFO_0003869,breast neoplasm,CHEMBL3301610,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,ABEMACICLIB,ENSG00000105810|ENSG00000135446
EFO_0003869,breast neoplasm,CHEMBL3545252,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,DOCETAXEL,ENSG00000101162|ENSG00000104833|ENSG00000137267|ENSG00000137285|ENSG00000176014|ENSG00000188229|ENSG00000196230|ENSG00000258947|ENSG00000261456
EFO_0003869,breast neoplasm,CHEMBL359744,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,DOXORUBICIN HYDROCHLORIDE,ENSG00000131747
EFO_0003869,breast neoplasm,CHEMBL3707266,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1.O=C(O)CCC(=O)O,RIBOCICLIB SUCCINATE,ENSG00000105810|ENSG00000135446
EFO_0003869,breast neoplasm,CHEMBL3989868,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,TUCATINIB,ENSG00000141736
EFO_0003869,breast neoplasm,CHEMBL428647,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,PACLITAXEL,ENSG00000101162|ENSG00000104833|ENSG00000137267|ENSG00000137285|ENSG00000176014|ENSG00000188229|ENSG00000196230|ENSG00000258947|ENSG00000261456
EFO_0003869,breast neoplasm,CHEMBL4594273,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1.Cl.Cl,ELACESTRANT HYDROCHLORIDE,ENSG00000091831
EFO_0003893,ovarian neoplasm,CHEMBL359744,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,DOXORUBICIN HYDROCHLORIDE,ENSG00000131747
EFO_0003893,ovarian neoplasm,CHEMBL3833368,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2.CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,RUCAPARIB CAMSYLATE,ENSG00000041880|ENSG00000129484|ENSG00000143799
EFO_0003893,ovarian neoplasm,CHEMBL3989922,Cc1ccc(S(=O)(=O)O)cc1.NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12.O,NIRAPARIB TOSYLATE MONOHYDRATE,ENSG00000129484|ENSG00000143799
EFO_0003893,ovarian neoplasm,CHEMBL428647,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,PACLITAXEL,ENSG00000101162|ENSG00000104833|ENSG00000137267|ENSG00000137285|ENSG00000176014|ENSG00000188229|ENSG00000196230|ENSG00000258947|ENSG00000261456
EFO_0003893,ovarian neoplasm,CHEMBL521686,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,OLAPARIB,ENSG00000041880|ENSG00000129484|ENSG00000143799
EFO_0003897,stomach neoplasm,CHEMBL1773,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CAPECITABINE,ENSG00000176890
EFO_0003897,stomach neoplasm,CHEMBL3545252,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,DOCETAXEL,ENSG00000101162|ENSG00000104833|ENSG00000137267|ENSG00000137285|ENSG00000176014|ENSG00000188229|ENSG00000196230|ENSG00000258947|ENSG00000261456
EFO_0004142,colorectal neoplasm,CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CELECOXIB,ENSG00000073756
EFO_0004142,colorectal neoplasm,CHEMBL1773,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CAPECITABINE,ENSG00000176890
EFO_0004142,colorectal neoplasm,CHEMBL1946170,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,REGORAFENIB,ENSG00000037280|ENSG00000066468|ENSG00000077782|ENSG00000097007|ENSG00000102755|ENSG00000111816|ENSG00000113721|ENSG00000120156|ENSG00000128052|ENSG00000132155|ENSG00000134853|ENSG00000142627|ENSG00000157404|ENSG00000157764|ENSG00000162733|ENSG00000165731|ENSG00000185386|ENSG00000198400
EFO_0004142,colorectal neoplasm,CHEMBL3301612,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,ENCORAFENIB,ENSG00000157764
EFO_0004142,colorectal neoplasm,CHEMBL4303214,CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,FRUQUINTINIB,ENSG00000037280|ENSG00000102755|ENSG00000128052
EFO_0004193,basal cell carcinoma,CHEMBL1282,CC(C)Cn1cnc2c(N)nc3ccccc3c21,IMIQUIMOD,ENSG00000196664
EFO_0004193,basal cell carcinoma,CHEMBL185,O=c1[nH]cc(F)c(=O)[nH]1,FLUOROURACIL,ENSG00000176890
EFO_0004193,basal cell carcinoma,CHEMBL3137317,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1.O=P(O)(O)O.O=P(O)(O)O,SONIDEGIB PHOSPHATE,ENSG00000128602
